Name:	Bengali
SIL classification: 	Indo-European > Indo-Iranian > Indo-Aryan > Eastern zone > Bengali-Assamese > Bengali
ISO 639-3 code:	ben
WALS classification:	Family: Indo-European > Genus: Indic
WALS coordinates: 	24° N, 90° E
Compiler:	Anju Saxena
Data entry personnel:	Anju Saxena, Mohini Pimpalkhare
License:       This work is licensed under a Creative Commons Attribution 3.0 Unported License



S01.100	the world	বিশ্ব	biśba	The Amazon is the longest river in the world.		
S18.221	to tell	বলা	balā	Our grandmother told us a story.		
S18.222	the speech	বাক, ভাষণ	bhāṣaṇa	In his speech, the chief thanked the guests.		
S18.230	to be silent	চুপ থাকা	cup thākā	–		
S18.240	the language	ভাষা	bhāṣā	–		
S18.260	the word	শব্দ	śabda	–		
S18.280	the name	নাম	nāma	What's your name?		
S18.310	to ask(1)	জিজ্ঞাসা করা	jijñāsā kārā	Where is your mother?, he asked.		
S18.320	to answer	জবাব করা	jabāba kārā	I asked him where his mother was, but he didn't answer.		
S18.330	to admit	কবুল করা	kabula kārā	The suspect admitted he stole the car.		
S18.340	to deny	ইনকার করা, অস্বীকার করা	inakāra kārā, asbīkāra karā	She denied she was the thief.		
S18.350	to ask(2)	চাওয়া	cāoyā	She asked for a glass of water.		
S18.360	to promise	অঙ্গীকার করা 	aṅgīkāra kārā	–		
S18.370	to refuse	প্রত্যাখ্যান করা	pratyākhyāna kārā	–		
S18.380	to forbid	মানা করা 	mānā kārā	–		
S18.390	to scold	ধাতানো 	dhātāna	–		
S18.410	to call(1)	ডাকা	ḍākā	The king called his ministers for a meeting.		
S18.420	to call(2)	ডাকা	ḍākā	The parents decided to call their son David.		
S18.430	to announce	ঘোষনা	ghoṣanā	–		
S18.440	to threaten	শাসানো	śāsāno	–		
S18.450	to boast	-	dampho	–		
S18.510	to write	লেখা	lekhā 	–		
S18.520	to read	পড়া	par̖ā 	–		
S18.560	the paper	কাগজ	kāgaja	She took a piece of paper and wrote down her name.		
S18.570	the pen	কলম	kalama	You must use a pen, not a pencil.		
S18.610	the book	গ্রন্থ, পুস্তক	grantha, pustaka	–		
S18.670	the poet	কবি	kabi	–		
S18.710	the flute	বাঁশি	bān̄śi	He plays the flute and she plays the violin.		
S18.720	the drum	ঢোল	ḍhola	Don't beat the drum so hard, it's too loud.		
S18.730	the horn or trumpet	ভেঁপু	bhempu	–		
S18.740	the rattle	ঝুমঝুমি	jhumajhumi	–		
S18.99901	the fairy tale	পরী গল্প	parī galpa			
S19.110	the country	দেশ	deśa	He has traveled to Japan, China, India, and many other countries.		
S19.120	the native country	স্থানীয় দেশ	sthānīya deśa	After the civil war ended, the refugees were able to return to their native country.		
S19.150	the town	শহর	śahara	Farmers come into town to sell their produce.		
S19.160	the village	গ্রাম	grāma	The farmers' fields are near their village.		
S19.170	the boundary	সীমানা	sīmānā	The province boundary is also the border between the two countries.		
S19.210	the people	জনগণ	janagaṇa	The president is unpopular, but the people adore his daughter.		
S19.230	the clan	গোষ্ঠী	goṣṭhī 	The entire clan lives in one large house.		
S19.240	the chieftain	দলনেতা	dalanetā	–		
S19.250	the walking stick	ছড়ি	char̖i 	–		
S19.310	to rule or govern	শাসন করা	śāsana karā	The president ruled the country for 25 years.		
S19.320	the king	রাজা	rājā	King David		
S19.330	the queen	রানী	rānī	Queen Elizabeth		
S19.360	the noble	উদার	udāra 	Nobles are exempt from paying taxes.		
S19.370	the citizen	নাগরিক	nāgarika	a citizen of Germany		
S19.410	the master	প্রভু	prabhu	–		
S19.420	the slave	দাস	dāsa	–		
S19.430	the servant	চাকর	cākara	–		
S19.440	the freeman	-	-	His mother was a slave, but his father was a freeman.		
S19.4450	to liberate	স্বাধীন করা	sbādhīna kārā	King Rama V liberated the slaves in Siam.		
S19.450	to command or order	পরিত্রাণ করা, আদেশ করা	paritrāṇa kārā, ādeśa karā	The officer commanded them to line up against the wall.		
S19.460	to obey	শোনা	śonā 	Soldiers are expected to obey their superiors.		
S19.470	to permit	মঞ্জুর করা	mañjura kārā	I am afraid I cannot permit my daughter to marry you.		
S19.510	the friend	মিত্র	mitra	–		
S19.520	the enemy	শত্রু	śatru	–		
S19.540	the neighbour	প্রতিবেশী	pratibeśī	It's hard to sleep because the neighbors are noisy.		
S19.550	the stranger	অপরিচিত	aparicita	She's not afraid of strangers.		
S19.560	the guest	অতিথী	atithī	–		
S19.5650	to invite	নিমন্ত্রণ করা	nimantraṇa kārā	We invited our neighbors to our place for dinner.		
S19.570	the host	নিমন্ত্রয়িতা	nimantrayitā 	The host offered his guests some wine.		
S19.580	to help	সাহায্য করা	sāhāyya kārā	–		
S19.590	to prevent	নিবার  করা	nibāra kārā	The police prevented the demonstrators from entering the building.		
S19.610	the custom	প্রথা	prathā	–		
S19.620	the quarrel	ঝগড়া	jhagar̖ā 	We have a quarrel with the neighbors over their noise.		
S19.630	the plot	পরিকল্পনা	parikalpanā	There was a plot to kill the queen.		
S19.650	to meet	মিলা	milā	We agreed to meet in front of the theatre.		
S19.720	the prostitute	রূপোপজীবিনী, গস্তানি, বেশ্যা	rūpopajībinī, gastāni, beśya	–		
S19.99902	Australia	অস্ট্রেলিয়া	asṭreliyā			
S19.99903	China	চীন	cīna			
S19.99904	Egypt	মিশর	miśara			
S19.99906	Greece	গ্রিস	grīsa			
S19.99907	India	ভারত	bhārata			
S19.99908	Madagascar	মাদাকাসকার	mādāgāsakāra			
S19.99910	Sir	জনাব	janāba			
S19.99911	Spain	স্পেন	spena			
S19.99913	the Brazilian	ব্রাজিলীয়	brājilīya			
S19.99914	the certificate	প্রশংসাপত্র	praśaṁsapatra			
S19.99915	the Chinese person	চীনা ব্যক্তি	cīnā byakti			
S19.99917	the European	ইউরোপিয়ান	iuropiyāna			
S19.99922	the French person	ফরাসী ব্যক্তি	pharāsī byakti			
S19.99925	the hockey	হকি	haki			
S19.99930	the policeman	পুলিশ	puliśa			
S19.99931	the power	রাজত্ব, শক্তি	rājatba, śakti			
S19.99935	the sport	খেলা	khelā			
S19.99936	the student	ছাত্র	chātra			
S20.110	to fight	লড়া	lar̖ā	The two tribes have been fighting for weeks.		
S20.130	the war or battle	যুদ্ধ	yuddha , lar̖āi	–		
S20.140	the peace	শান্তি	śānti	–		
S20.150	the army	সেনাবাহিনী	senābāhinī	The Roman army conquered Jerusalem.		
S20.170	the soldier	সৈন্য	sainya	–		
S20.210	the weapons	অস্ত্রশস্ত্র	astraśastra	–		
S20.220	the club	গদা	gadā	–		
S20.222	the battle-axe	-	-	–		
S20.230	the sling	নিক্ষেপণ	nikṣepaṇa	–		
S20.240	the bow	ইন্দ্রায়ুধ	indrāyudha 	–		
S20.250	the arrow	তীর	tīra	–		
S20.260	the spear	বর্শা	barśā 	–		
S20.270	the sword	অসি	asi 	–		
S20.280	the gun	বন্দুক	banduka	She shot the thief with a gun.		
S20.310	the armour	কবচ	kabaca 	The knight wore a shining armor.		
S20.330	the helmet	শিরস্ত্র	śirastra	Put on your helmet when you ride a motorcycle.		
S20.340	the shield	ঢালী	ḍhālī 	He held up his shield to protect his head from the attack.		
S20.350	the fortress	কেল্লা	kellā 	–		
S20.360	the tower	মিনার	mināra 	From the tower you can see the entire town.		
S20.410	the victory	জয়লাভ	jayalābha	–		
S20.420	the defeat	পরাজয়	parājaya	–		
S20.430	the attack	আক্রমণ	ākramaṇa	–		
S20.440	to defend	সংরক্ষণ করা	saṃrakṣaṇa kārā	He defended himself but the robber took his wallet.		
S20.450	to retreat	পিছানো	pichāno 	–		
S20.460	to surrender	সমর্পণ করা	samarpaṇa kārā	–		
S20.470	the captive or prisoner	জেলখানা	jelakhānā	–		
S20.471	the guard	সান্ত্রি, প্রহরা	sāntri, praharā	I wanted to go in but the guard wouldn't let me.		
S20.480	the booty	-	-	–		
S20.490	the ambush	তাক	tāka	–		
S20.510	the fisherman	মৎসজীবি	mattsajībi	–		
S20.520	the fishhook	বড়শী	bar̖aśī	–		
S20.530	the fishing line	ফাতনা	phātanā 	–		
S20.540	the fishnet	বেড়াজাল	ber̖ājāla	–		
S20.550	the fish trap	জাল	jāla	–		
S20.560	the bait	টোপ	ṭopa	Worms are used as bait.		
S20.610	to hunt	শিকার করা	śikāra kārā	–		
S20.620	to shoot	এড়া, কিশলয়	er̖ā, kiśalaya	She shot the intruder with her gun.		
S20.630	to miss	ফসকানো	phasakāno	He shot at the bird but missed it.		
S20.640	the trap	ফাঁদ	phān̄da	The hunter lay a trap for the bear.		
S20.650	to trap	ফাঁদে ফালানো	phān̄da phālāno	The hunter trapped a fox.		
S20.99903	the force	বল	bala			
S21.110	the law	আইন	āina	There ought to be a law against cutting down trees.		
S21.150	the court	কাচারি	kācāri	–		
S21.160	to adjudicate	সাব্যস্ত করা	sābyasta kārā	–		
S21.170	the judgment	সাব্যস্ত	phayasālā 	–		
S21.180	the judge	ধর্মাধিকারী, জজ	dharmādhikārī, jaja	–		
S21.210	the plaintiff	সওয়াল, বাদী	soyāla, bādī	–		
S21.220	the defendant	প্রতিবাদী	pratibādī	–		
S21.230	the witness	সাক্ষী	sākṣī	–		
S21.240	to swear	হলফ করা 	halapha kārā	I swear to tell the truth.		
S21.250	the oath	শপথ	śapatha 	–		
S21.310	to accuse	অভিযুক্ত	abhiyukta 	She accused him of stealing her purse.		
S21.320	to condemn	ছি-ছি করা	chi-chi kārā	The judge condemned the defendant and sentenced him to two years in prison.		
S21.330	to convict	-	-	He was convicted and sentenced to life in prison.		
S21.340	to acquit	রেহাই দেওয়া	rehāi deoyā	The defendant was acquitted of all charges.		
S21.350	guilty	দোষী	doṣī	The judge found the defendant guilty.		
S21.360	innocent	নির্দোষ	nirdoṣa	He was punished even though he was innocent.		
S21.370	the penalty or punishment	শাস্তি	śāsti	–		
S21.380	the fine	সুন্দর	sundara	I had to pay a fine of $100 for speeding.		
S21.390	the prison	জেলখানা	jelakhānā	–		
S21.420	the murder	খুন	khuna	Murder is punished very severely.		
S21.430	the adultery	পারদার্য, ব্যভিচার	pāradārya, byābhicāra	–		
S21.440	the rape	ধর্ষণ	dharṣaṇa	–		
S21.460	the arson	-	-	–		
S21.470	the perjury	মিথ্যা হলফ	mitthā halapha	–		
S21.510	to steal	চুরি করা	curi karā	–		
S21.520	the thief	চোর	cora	–		
S22.110	the religion	ধর্ম	dharma	–		
S22.120	the god	স্রষ্টা	sraṣṭā	–		
S22.130	the temple	মন্দির	mandira	–		
S22.1310	the church	গির্জা	girjā	–		
S22.1320	the mosque	মসজিদ	masajida	–		
S22.140	the altar	বেদী	bedī	–		
S22.150	the sacrifice	বলি	bali	–		
S22.160	to worship	পূজা করা	pūjā karā	–		
S22.170	to pray	প্রার্থনা করা	prārthanā karā	The farmers prayed for rain.		
S22.180	the priest	পুরোহিত	purohita	–		
S22.190	holy	পবিত্র	pabitra 	–		
S22.220	to preach	ধর্মপ্রচার	dharmapracāra	–		
S22.230	to bless	আশীর্বাদ করা	āśīrbāda kara	–		
S22.240	to curse	অভিশাপ দেওয়া	abhiśāpa deoya	–		
S22.260	to fast	উপবাস করা	upabāsa kārā	–		
S22.310	the heaven	স্বর্গ	sbarga	–		
S22.320	the hell	নরক	naraka	–		
S22.350	the demon	দানব	dānaba	–		
S22.370	the idol	প্রতিমা	pratimā	–		
S22.420	the magic	জাদু	jādu	–		
S22.430	the sorcerer or witch	ডাইনি	ḍāinī	–		
S22.440	the fairy or elf	পরী	parī	–		
S22.450	the ghost	ভূত	bhūta	–		
S22.470	the omen	অশুভ সংকেত	aśubha saṁketa	–		
S22.5000	the circumcision	সুন্নত	sunnata 	–		
S22.5100	the initiation ceremony	-	-	–		
S22.99901	Christ	খ্রিস্ট	khrisṭa 			
S22.99902	Christmas	ক্রিসমাস	krisamāsa			
S22.99903	Easter	পূর্ব	pūrba			
S22.99904	the bishop	যাজক	yājaka			
S22.99905	the funeral	শেষকৃত্য	śeṣakr̥tya			
S22.99909	the Muslim	মুসলিম	musalima			
S22.99910	the rosary	তসবি	tasabi 			
S23.1000	the radio	রেডিও, বেতার	reḍio, betāra	–		
S23.1100	the television	দূরেক্ষণ	dūrekṣaṇa	–		
S23.1200	the telephone	টেলিফোন	ṭeliphona	–		
S23.1300	the bicycle	পা-গাড়ি	pā-gār̖i 	–		
S23.1350	the motorcycle	মোটরসাইকেল	moṭorasāikela	–		
S23.1400	the car	গাড়ি	gār̖i	–		
S23.1500	the bus	বাস	bāsa	–		
S23.1550	the train	ট্রেন	ṭrena	–		
S23.1600	the airplane	উড়োজাহাজ	ur̖ojāhāja	–		
S23.1700	the electricity	তড়িত	tar̖ita	–		
S23.1750	the battery	ব্যাটারি	byāṭāri	–		
S23.1800	to brake	ব্রেক কষা	breka kaṣā	–		
S23.1850	the motor	মোটর	moṭara 	–		
S23.1900	the machine	মেশিন	meśina	–		
S23.1950	the petroleum	পেট্রোলিয়াম	peṭroliyāma	–		
S23.2000	the hospital	হাসপাতাল	hāsapātāla	–		
S23.2100	the nurse	সেবিকা	sebikā	–		
S23.2200	the pill or tablet	গুলি	guli	–		
S23.2300	the injection	ফুঁড়া	phun̄r̖ā	–		
S23.2400	the spectacles/glasses	চশমা	caśamā	–		
S23.3000	the government	সরকার	sarakāra	–		
S23.3100	the president	রাষ্ট্রপতি	rāṣṭrapati	–		
S23.3200	the minister	মন্ত্রী	mantrī	–		
S23.3300	the police	পুলিশ	puliśa	–		
S23.3400	the driver's license	লাইসেন্স, চালকের অনুমতিপত্র	lāisensa, cālakera anumatipatra	–		
S23.3500	the license plate	লাইসেন্স পিরিচ	lāisensa pirica	–		
S23.3600	the birth certificate	জন্ম সার্টিফিকেট	janma sārṭiphikeṭa 	–		
S23.3700	the crime	অপরাধ	aparādha	–		
S23.3800	the election	নির্বাচন	nirbācana	–		
S23.3850	the address	ঠিকানা	ṭhikānā	The address is written on the envelope.		
S23.3900	the number	সংখ্যা	saṅkhyā	number two		
S23.3950	the street	রাস্তা	rāstā	–		
S23.4000	the post/mail	মেইল	meila, ḍāka	–		
S23.4100	the postage stamp	ডাক টিকিট	ḍāka ṭikiṭa	–		
S23.4200	the letter	চিঠি	ciṭhi	–		
S23.4300	the postcard	পোস্টকার্ড	posṭakārḍa	–		
S23.4400	the bank(financialinstitution)	ব্যাংক (আর্থিক)	byāṅka  (ārthika)	–		
S23.5000	the tap/faucet	কৃমি	kr̖mi 	–		
S23.5100	the sink	ডোবা	ḍobā	–		
S23.5200	the toilet	প্রসাধন	prasādhana 	–		
S23.5300	the mattress	তোশক	tośaka 	–		
S23.5400	the tin/can	টিন	ṭina	–		
S23.5500	the screw	স্ক্রু	skru 	–		
S23.5550	the screwdriver	স্ক্রুড্রাইভার	skrudrāibhāra	–		
S23.5600	the bottle	বোতল	botala	–		
S23.5650	the candy/sweets	মিষ্টি	miṣṭi	–		
S23.5700	the plastic	প্লাস্টিক	plāsṭika	–		
S23.5750	the bomb	বোমা	bomā	–		
S23.5800	the workshop	কর্মশালা	karmaśālā	–		
S23.5900	the cigarette	সিগারেট	sigāreṭa	–		
S23.6000	the newspaper	সংবাদপত্র	sambādapatra	–		
S23.6100	the calendar	ক্যালেনডার, ক্যালেন্ডার, বর্ষপঞ্জি	kyālenaḍāra, kyālenḍāra, barṣapan͂ji 	–		
S23.6200	the film/movie	চলচ্চিত্র	calaccitra	–		
S23.6300	the music	সঙ্গীত	saṅgīta	–		
S23.6400	the song	গান	gāna	–		
S23.9000	the tea	চা	cā	–		
S23.9100	the coffee	কফি	kaphi	–		
S23.99901	the license	লাইসেন্স, অনুমতি দেওয়া	lāisensa, anumati deoyā			
S24.0100	to be	হওয়া	haoyā	–		
S24.0200	to become	হয়ে আসা	haye āsā	The caterpillar became a butterfly.		
S24.0300	without	ব্যতীত	byatīta	–		
S24.0400	with	সাথে	sāthe	–		
S24.0500	through	মধ্যদিয়ে	madha diye	The car went through the tunnel.		
S24.0600	not	না	nā	–		
S24.0700	this	এই	ei	this man		
S24.0800	that	সেটা	seṭā	that woman		
S24.0900	here	এখান	ekhāna	–		
S24.1000	there	সেখানে	sekhāne	–		
S24.1100	other	অন্যান্য	anyānya	I don't want this one, give me the other one.		
S24.1200	next	পরবর্তী	parabartī	–		
S24.1300	same	একই	ekai	the same person		
S24.1400	nothing	কিছু না	kichu nā	I saw nothing.		
S24.99910	someone	কেউ	keu 			
S24.99912	then	তারপর	tārapara			
S24.99913	they (dual)	তারা	tārā			
S24.99914	we (dual inclusive)	আমরা	āmarā			
S24.99917	which	কোন	kona			
S24.99919	you (dual)	তুই	tui			
