 Name:   Telugu
 SIL classification:     Dravidian > South-Central > Telugu
 ISO 639-3 code: tel
 WALS classification:    Family: Dravidian > Genus: South-Central Dravidian
 WALS coordinates:       16° N, 79° E
 Compiler        Anju Saxena
 Data entry personnel    David Karlander, Anju Saxena, K. Taraka Rama
 License:       This work is licensed under a Creative Commons Attribution 3.0 Unported License


S01.100	the world	ila; kuwalayam; jagam, jagattu, jagati 	--	The Amazon is the longest river in the world.
S14.110	the time	taDawu; tEEpa 	--	Only time can heal her pain.
S14.120	the age	mahaayugam; yugam 	--	At this age the baby can only drink milk.
S14.130	new	kotta, krotta; taruNa 	--	I bought a new car.
S14.140	young	koNDika; kooDe; ciTTi; cinna; cinnakaaru; paDucu; yawwana 	koNDika I. n. class. little boy, child II. adj. class. young.	He is too young to eat solid foods.
S14.150	old	jiirNa; mudi, mudusali; musali 	--	She is so old that all her teeth are gone.
S14.160	early	pendaraaLee, pendaraaDee, pendalaaDee, pendalakaDa, p[r]oddunnanee 	--	Come early, otherwise you won't get any cake.
S14.170	late	aalasyam	--	Don't come late, otherwise you won't get any cake.
S14.180	now	ippuDu; iipaTTu[na], iisariki 	--	I was sick last week, but I'm fine now.
S14.190	immediately	grakkuna; sadyaḥ; wenTanee	sadyaḥ adv. class. immediately.	Come here immediately!
S14.210	fast	cakacaka, cekaceka; tiiwra; twaragaa, twarita; wisawisa; wayLam; śiighra 	--	That man runs as fast as a horse.
S14.220	slow	manda; mella 	--	That horse runs as slow as a human.
S14.230	to hurry	cekapikalaaDu; takatakalaaDu; tahatahapeTTu; tondarapaDu; weegirapaDu  	--	Please hurry, or we'll be late.
S14.240	to be late	aalasyamgaa	--	We expected her by 10 o'clock, but she was late.
S14.250	to begin	andukonu; aarambhincu; awpoosanapaTTu; talapaDu , talapeTTu; praarambham awu; modalawu; lankincu; śriikaaram cuTTu 	--	I began the work yesterday.
S14.2510	the beginning	aDugu; aarambham; udghaatam; upakramam; toluta; praarambha, praarambham 	--	At the beginning it was difficult, but now it's easier.
S14.252	to last	uNDu; nilucu; mannu 	--	The dry season lasts three months.
S14.260	the end(2)	antu; awasaanam;kaDa 	--	At the end of the harvest there is a celebration.
S14.270	to finish	temulcukonu; puurti ceeyu; mugincu 	--	I began building my house five years ago, but only finished it this year.
S14.280	to cease	eDatiiyu, eDategu, eDapaDu; tolagu; wiramincu[konu] 	--	The two sides promised to cease all hostile acts against each other.
S14.290	ready	aayatta; udyukta; tayaaru; sannaddham 	--	I'm ready to go, but my husband is still in the shower.
S14.310	always	anayam, anawaratam; eppaTikii, eppuDuu; nityam; sadaa  	anayam adv. class. always.	He always comes late.
S14.320	often	padee padee	--	He often comes late, but today he's on time.
S14.330	sometimes	appuDappuDu	--	Sometimes he comes late, but more often he's on time.
S14.331	soon	dabbuna; tondaraloo	--	Don't go yet, he'll be here soon.
S14.332	for a long time	kalakaalam; cirasthaayigaa	--	He waited for a long time, but she never came.
S14.340	never	ennaDuu, eppaTikii, eppuDuu 	--	I never eat pork.
S14.350	again	krammara; weNDi, weNDiyu; marala; maLLii	krammara adv. class. again. weNDi, weNDiyu adv. class. again, once more.	I was there yesterday, but today I'm going again.
S14.410	the day(1)	pagalu	--	The days are very hot here, but the nights are cool.
S14.4110	the day(2)	dinam, diwasam; rooju 	diwasam n. class. day.	I am staying here for two days.
S14.420	the night	yaamini; rajani; raatri; reeyi; wibhaawari 	yaamini, rajani,. ramya  n. class. night.	The days very hot here, but the nights are cool.
S14.430	the dawn	uSa[ssu]; niśaantam; pratyuuSa; prabhaata[m]; wibhaatam; weekuwa[jaamu] 	niśaantam n. class. dawn, daybreak. wibhaatam n. class. dawn.	The sun comes up at dawn.
S14.440	the morning	udayam	--	The children go to school in the morning.
S14.450	the midday	madhyaahnam, madhyaannam	--	We prefer having dinner at midday rather than in the evening.
S14.451	the afternoon	aparaahnam; waalupoddu 	--	In the aftertoon I like to take a nap.
S14.460	the evening	asurasandhya, asurasanje; astamaanam; maapu; saayantram 	--	We prefer having dinner at midday rather than in the evening.
S14.470	today	iwwEELa, iweeLa; iinaaDu; iiwEELa, iiweeLa; neeDu 	--	He's not in today, please call again tomorrow morning.
S14.480	tomorrow	reepu	--	He's not in today, please call again tomorrow morning.
S14.481	the day after tomorrow	elluNDi	--	She's leaving tomorrow and coming back the day after tomorrow.
S14.490	yesterday	ninna	--	She left the day before yesterday and arrived yesterday.
S14.491	the day before yesterday	monna	--	She left the day before yesterday and arrived yesterday.
S14.510	the hour	hoora; ganTa	hoora n. class. hour.	The day here lasts 15 hours in midsummer.
S14.530	the clock	GhaTiikaaram; gaDiyaaram	ghaTiikaaram n. class. clock.	That clock on the wall was bought by my grandfather.
S14.610	the week	saptaaham; waaram	--	I'm planning to stay for a week or two.
S14.620	Sunday	aadiwaaram; bhaanuwaaram 	bhaanuwaaram n. class. Sunday.	On Sunday we go to church.
S14.630	Monday	soomawaaram	--	On Monday we go to work.
S14.640	Tuesday	angaarakawaaram; mangaLawaaram 	--	On Tuesday we're having a party.
S14.650	Wednesday	budhawaaram	--	On Wednesday there is a holiday.
S14.660	Thursday	guruwaaram; bṛhaspatiwaaram; lakSmiiwaaram 	--	On Thursday my mother is arriving.
S14.670	Friday	śukrawaaram	--	On Friday we go to the mosque.
S14.680	Saturday	mandawaaram; sthirawaaram; śaniwaaram	--	On Saturday we go to the synagogue.
S14.710	the month	maasam; nela	--	There are twelve months in a year.
S14.730	the year	eeDu; samwastaram; eeDadi	--	A year normally lasts 365 days.
S14.740	the winter	śiita[a]kaalam; siitu; heemantam; cali kaalam	heemantam n. class. winter.	The winters are very cold here.
S14.750	the spring(2)	aamani	--	The tree blooms in the spring.
S14.760	the summer	eNDakaalam	--	The summers are very hot here.
S14.770	the autumn/fall	śaratkaalam, saradṛtuwu, śarattu	--	In the autumn it gets cooler.
S14.780	the season	adanu; aawrtti; kaalam; taDawa; tari, taruNam; tuuku; ṛutuwu	--	There are only two seasons here, the dry season and the wet season.
S14.99902	long ago	adeppuDoo; alanaaDeenaaDoo; aanaaDeenaaDoo 	--	--
S14.99903	New Year	kotta eeDadi; kotta samwastaram	--	--
S14.99905	the period	awadhi; gaDawu, gaDuwu; taDawu 	--	--
S15.210	to smell(1)	aaghraaNincu; taawikonu 	taawikonu v.t. class. to smell.	The flower smells pleasant.
S15.212	to sniff	egapiilcu[konu]; muucuucu 	--	He opened the milk and sniffed it.
S15.220	to smell(2)	adanu; aawrtti; kaalam; taDawa; tari, taruNam; tuuku 	tari n.  class. time, occasion;	I think I smell gas!
S15.250	fragrant	sawgandhika; suwaasana	--	–
S15.260	stinking 	kuLLina	--	–
S15.310	to taste	aaswaadincu; cawicuucu; rucicuucu 	--	This soup tastes very good.
S15.350	sweet	tiipi; madhura; tiiya	--	The ripe fruit is sweet.
S15.360	salty	uppani; cawiTi 	--	The soup is too salty, add some water.
S15.370	bitter	ceedu	--	The medicine is bitter, take it with honey.
S15.380	sour	puli	--	Sprinkle a little sugar over the strawberries if they are sour.
S15.390	brackish	-	--	brackish water
S15.410	to hear	winu	--	I heard the sound of rain splashing on the window.
S15.420	to listen	awadharincu; aakarNinc; aalakincu 	--	Listen to the strange noise in the engine.
S15.440	the sound or noise	alikiDi; caDi; cappuDu; dhwaanam; rawam; roda; śabdam; saDi; saddu  	--	There were strange sounds coming from the next room.
S15.450	loud	baahaaTam; gaTTigaa	--	The music is very loud.
S15.460	quiet	nemmadi; nemmadi 	--	We have to be quiet so as not to wake the baby.
S15.510	to see	arayu, aarayu ; aalookincu; kaanu; cuucu; darśincu; wilookincu 	kaanu1 v.t. class. to see,	I see a house in the distance.
S15.520	to look	vetuku	--	I'm looking but I can't see the house.
S15.550	to show	aguparacu, awparacu; goocarincu; cuupincu, cuupeTTu; talacuupu  	--	She showed me her house.
S15.560	to shine	ullasincu; jwalincu; tanaru; tiiNDrincu; diipincu; nigaarincu; prakaaśincu; raajillu; raaNincu; wibhaasincu; wira[a]jillu; wilasillu; welayincu, welaarcu; welugu, welugondu; śoobhincu, śoobhillu 	tanaru v.i. class. 1 to appear. 2 to shine. tiiNDrincu v.i. class. to shine	That lamp is shining in my eyes.
S15.570	bright	ujjwala; cikili; teejita; pacca; prakaaśawanta; wibhaata; śoobhana; snigdha 	wibhaata adj. class. bright, shining.	I awoke from the bright sunlight.
S15.610	the colour/color	caaya; chaaya; wanne; warNam; rangu	--	My shirt is red, but I'd prefer a different colour.
S15.620	light(2)	cawTa; leeta 	--	–
S15.630	dark	ceekaTi	--	It is dark in the room because the lamp is broken.
S15.640	white	arjuna; ella; teli, tella; dhawaLa; dhawaLa; śweeta 	arjuna adj. class. white	(snow)
S15.650	black	karri; kaaLa, kaala; nalupu; malina; malina; kaaru	--	(charcoal)
S15.660	red	aruNa; kaSaayi; kaawi; kaawi; erupu	--	(blood)
S15.670	blue	niilam	--	(sky)
S15.680	green	pasirika, pasarika; harita; pacca	--	(leaves)
S15.690	yellow	koNDagoogu; pasupupacca; piita, piiti 	piita2 adj. class. yellow	(yolk of chicken egg)
S15.710	to touch	aNTu; taDawu; puNuku, puDuku; muTTincukonu; samspṛśincu; sparśincu, spṛśincu 	samspṛśincu v.t. class. to touch.	The child wanted to touch everything.
S15.712	to pinch	giccu; gillu 	--	Mum, the boy pinched me!
S15.720	to feel	taDawu	--	Feel (the quality of) this cloth!
S15.740	hard	gaTTi; dṛDha 	--	Diamond is the hardest substance known to man.
S15.750	soft	gulla; mṛdula, mṛduwu; metta 	--	a soft pillow
S15.760	rough(1)	cittu	--	Her hands were rough from hard work.
S15.770	smooth	nunu, nunupu, nunna; mṛduwu 	--	smooth skin
S15.780	sharp	karaku; koosu; waaDi 	--	The knife is very sharp.
S15.790	blunt	booDi; moNDi, mokka; moddu; mooTu 	--	This knife is blunt and does not cut well.
S15.810	heavy	uddhura; gariSTa; baruwu; baLuwu, baluwu 	--	The suitcase is too heavy for me to carry.
S15.820	light(1)	-	--	You can carry this bag, it's fairly light.
S15.830	wet	aardra; cittaDi; taDi; naanuDu; saardra 	--	He fell into the water, so his clothes are now wet.
S15.850	hot	uDuku; uSNam; tiikSNa; wecca;  weeDi 	--	It's better to do the work now because later it'll be too hot.
S15.851	warm	uSNam; wecca; weeDi 	--	The sun is shining and there's no wind, so it's warm and you can go out without a coat.
S15.860	cold	cali, caluwa, calawa, calla; śiita, śiitala, 	--	It's cold outside, so you need warm clothes.
S15.870	clean	nirmala; pariśuddha, pariśubhra; pawitra; paawana; śuddha 	--	I washed my hands, so now they are clean.
S15.880	dirty	apariśuddha; aśuci; engili; makila; muriki 	--	My hands are dirty from the work, so I need to wash them before the meal.
S15.890	wrinkled	muDatalu paDDa	--	the wrinkled face of a 90-year old man
S15.99901	brown	kapila[m]	--	--
S15.99902	grey	dhuusaram; palita; paawuraayi rangu 	--	--
S15.99903	orange	naarinja	--	--
S15.99904	pink	aruNima 	red or pink	--
S15.99906	violet	uudaarangu; niilaloohita 	uudaarangu n. purple or violet colour. niilaloohita adj. sci. violet coloured.	--
S16.110	the soul or spirit	antaraatma, antaryaami; aatma; kSeetrajñuDu; jiiwaatma; hamsa[m] 	--	–
S16.150	surprised or astonished	cakita; wismayam; aaścaryam	--	–
S16.180	the good luck	adṛSTam; daśa; bhaagyam 	luck	–
S16.190	the bad luck	karmawaśaattuu; duradṛSTam; dawrbhaagyam 	--	–
S16.230	happy	kulaasaa, khulaasaa, kuśala; kSeemam; nimmaLam; prasanna; śubha; santooSangala  	--	–
S16.250	to laugh	nagu; nawwu; hasincu 	--	–
S16.251	to smile	nawwu; mandahaasam ceeyu 	--	–
S16.260	to play	aaTalaaDu; aaDu; caralaaDu; ceralaaDu 	--	–
S16.270	to love	abhimaanincu; preemincu; walacu 	--	I love you.
S16.290	to kiss	cumbincu; muddaaDu, muddupeTTukonu, muddiDu; muddulaaDu 	muddiDu v.t. class. to kiss.	–
S16.300	to embrace	aaśleeSincu; kaawalincu, kaawilincu; kawgilincu; podugu 	--	–
S16.310	the pain	tiita, tiipi; nowwu, noppi; yaatana; weedana; wyadha 	--	–
S16.320	the grief	aTamaTa; aandooLana; aarti; aaweedana; udila; kinca; kSoobha; kheedam; gooDu; glaani; cinta; digulu, digaalu; duḥkham; nirweedam, nirweedana; baamu; wanta; waga 	--	–
S16.330	the anxiety	aadurdaa; aaraaTam; udweegam, udweejanam; kangaaru, khangaaru; kalawaram, tahataha; taapatrayam; digulu, digaalu 	--	–
S16.340	to regret or be sorry	noccukonu; pastaayincu; baadha paDu; wyasanapaDu 	--	I regret my mistake./I am sorrry about my mistake.
S16.350	the pity	kanikaram, kanikaaram; karuNa; kaaruNyam; kṛpa; jaali; daya 	--	–
S16.370	to cry	EeDcu; eeDupu	--	–
S16.380	the tear	aśruwu; kanniiru; cinugu; cirugu; baaSpam 	--	–
S16.390	to groan	muul[u]gu	--	–
S16.410	to hate	asahyincu; iisaDincu;eewagincu; kaNTagincu; dweeSincu; widweeSincu   	--	–
S16.420	the anger	akkasu; alaka; aakroośam; iisu; ukrooSam 	--	–
S16.440	the envy or jealousy	asuuya; iDugaDa; iirSya, iisu; uuda; oorwami, oorwaleenitanam; kuLLu; cuupoopami; dugdha, durdha 	iDugaDa n. class. envy.	–
S16.450	the shame	awamaanam, apamaanam; eggu; cinnatanam; talawampu; b[h]ajiitu; biDiyam; lajja	--	–
S16.480	proud	ahankaari; udgriiwuDu; garwiSTi	--	–
S16.510	to dare	tegabaDu, tegabaaru, tegincu; saahasincu 	--	–
S16.520	brave	gaNDu; dhiira 	--	–
S16.530	the fear	adaru bedaru; aadurdaa; udweegam; janku; jaDupu; toNukubeNuku; pangu; biitu; beduru, bedaru; bhiiti; wera[pu] , weracu; bhayam	--	–
S16.540	the danger	apaayam	--	–
S16.620	to want	tala[n]cu	--	–
S16.622	to choose	encu; empikaceeyu; ennukonu; eerukonu; warincu, warincu; swiikarincu 	--	–
S16.630	to hope	aaśincu; aasakonu 	--	–
S16.650	faithful	wiśwaasangala	--	–
S16.660	true	awyaajya; asalu, asalu sisalu; ṛtam; tathyam, tadhyam; taatwika; nija[mayna]; nirwyaajya; waastawika; satya 	--	–
S16.670	to lie(2)	-	--	–
S16.680	the deceit	kapaTam, chadma, chalam; taTamaTa; dambham; buuTakam; bheeSajam; maaya; moosam; wancana[m]; weeDabam; wyaajam  	chalam n. class. deception, deceit,	–
S16.690	to forgive	oorcu; mannincu 	--	–
S16.710	good	puNya; baagu; manci; lessa; saadu, saadhu; suSTu; hita 	--	–
S16.720	bad	adhwaanam, adhwaannam, ardhaannam; apuNya; apraśasta; kacaDaa; kaani; kharaabu; ceDu, ceDugu, ceDDa  	apuNya adj. class. wicked, bad.	–
S16.730	right(2)	niiti	--	–
S16.740	wrong	adharma[m]; anarthadaayaka; ayukta; kacaDaa; tappu, tappuDu; porapaaTu	--	–
S16.760	the fault	agaDu; aparaadha[m]; chidram; tappitam, tappidam, tappu; dooSam; losugu; soDDu 	--	It's your fault we missed the bus!
S16.770	the mistake	tappu; dosagu, dooSam; nerasu, neerami; porapaaTu; skhaalityam 	dosagu n. class. 1 mistake	–
S16.780	the blame	agaDu; iisaDam; upakroośam; tegaDika; ninda; nepam 	--	–
S16.790	the praise	pogaDika, pogaDta; praśamsa; prastuti; bhuuSaNa, bhuuSincu; meccukoolu, meppu; sannuti; stootram  	--	–
S16.810	beautiful	andaala; cakka; caaru; jaanu; nawakam; manjula; miTaarapu; sogasu; sooyagapu 	jaanu adj. class. 1 graceful, beautiful	–
S16.820	ugly	anaakaara; aparuupa; ebbeTTu ; wikaTa, wikaara 	--	–
S16.830	greedy	kaDupaatram; lubdha 	--	–
S16.840	clever	kuśala; gaDusu; teliwayna; paTu[wu] 	--	–
S16.99903	thank you!	dhanyawaadaalu	--	--
S16.99914	wild	aDawi, aTawi; werri	--	--
S17.110	the mind	antaḥkaraNa[m]; antarangam; aantaryam; ullam; eda; cittam; Dendam; madi; manam; maanasam 	Dendam n. class. heart, mind.	I don't know what's going on in her mind.
S17.130	to think(1)	anukonu; aaloocincu; uuhincu; cintincu, cintillu, tala[n]cu; talapooyu 	--	You should think first before speaking.
S17.140	to think(2)	anukonu; aaloocincu; uuhincu; ennu; tala[n]cu; talapooyu;  	--	I think that this is not right.
S17.150	to believe	nammapaluku, nammu 	--	You shouldn't believe everything you read.
S17.160	to understand	artham ceesukonu; awagatam ceesukonu; grahincu 	--	I do not understand why they left us so early.
S17.170	to know	arayu, aarayu; aakaLimpu ceesukonu; telusukonu	--	They know that we are coming today.
S17.171	to guess	ujjakonu, ujjaayincu; uuhincu, uuhincukonu 	--	Guess how much money I have.
S17.172	to imitate	anukarincu	--	–
S17.180	to seem	kanipincu; anipincu	--	The house seems to be empty.
S17.190	the idea	uddeeśam; uuha; prasanna, prasannuDu, prasarincu, prasawam, prasawincu, prasaadincu, prasaaram, prasaara, prasiddhaartham, prasiddhiki ekku, prasuuti, prasuutigrham, prasuunam, prastaawana, prastaawana, prastuta, prastutam, prastuti, prastutincu, prastham, prasthaanam, prasthaanam, prasthaanincu, prasphuTa, prasphooTanam, praswanam, prahari[gooDa], praharSam, prahasanam, prahaaram, praheeLi[ka], prahlaadam; buddhi; bhaawam; matam    	--	–
S17.210	wise	buddhigala, wiweekangala 	--	–
S17.220	stupid	awiweeka; cawaTa; jaDa, jaDDi; teliwitakkuwa; buddhitakkuwa,buddhileeni; manda; muurkha 	--	–
S17.230	mad	unmatta[m]; picci	--	–
S17.240	to learn	abhyasana; telusukonu; paThincu;boodhaparacukonu; walleweeyu, wallincu; neercukonu 	--	Where did you learn to cook so well?
S17.242	to study	adhyayanam ceeyu, adhyayanincu; caduwukonu 	--	I have to study for my test.
S17.250	to teach	upadeeśincu; karapu, karupu, garupu; neerpincu; boodhakuDu; mappu 	--	–
S17.260	the pupil	śiSyuDu; vidyaarthi	--	There are 10 pupils in the class, aged 6-7.
S17.270	the teacher	adhyaapakuDu; ayyawaaru; upadeeSTa ; guruwu	school teacher	–
S17.280	the school	paaThaśaala; baDi 	--	The children go to school every morning.
S17.310	to remember	smarincu; gurtu teccukonu	--	Do you remember the name of your first teacher?
S17.320	to forget	eemarcu; maracu 	--	–
S17.340	clear	tellam; teeTa, teeTatellam; dhawaLa; nirmala; niSkalanka, niSkaLanka; parisphuTa; pratyakSa; widita; wiśada; wyaktam 	tellam adj. class. apparent, evident, clear;	a clear explanation
S17.350	obscure	ciikaTi; makila 	--	an obscure reason
S17.360	secret	gupta; guuDha, guuDham ; pracchanna; rahasya; loopaayakaarii 	--	–
S17.370	certain	tathyam, tadhyam; nirdiSTa; niścaya 	--	It is certain that the theft occurred during the night.
S17.380	to explain	upanyasincu; boodha ceeyu; wipuliikarincu; ardha parucu	--	–
S17.410	the intention	abhipraayam; aaśayam; ingitam; uddeeśam; taatparyam; pharaku; manoogatam; wiwakSa  	--	It was not his intention to wake the baby up.
S17.420	the cause	upapatti; katam; kaaraNam; nidaanam; nimittam; sababu; heetuwu  	katam n. class. reason, cause.	What was the cause of the accident?
S17.430	the doubt	awiśwaasam; aaśanka; gili; wicikitsa; witarkam; śanka; sandigdha[m], sandiyam, sandeeham; samśayam 	--	–
S17.440	to suspect	anumaanapaDu, anumaanincu ; śankincu; sandeehincu; samśayincu 	--	The police suspected that he was a drug dealer.
S17.441	to betray	-	--	–
S17.450	the need or necessity	akkara; agatyam; awaśyakam, awaśyakata, awasaram; aawaśyakam, aawaśyakata; garaju, garju 	--	–
S17.460	easy	teelika; nistantram; sukha; sulabha[m] 	nistantram adj. class. easy.	–
S17.470	difficult	kaThina; kaSTam; kaani; gaDDu; goTTu ; duSkara 	--	–
S17.480	to try	unkincu; paTTi cuucu; prayatnincu; yatnincu 	--	–
S17.490	the manner	karaNi; kramapaddhati; candam; Theewa; tariikha; tiiru 	Theewa n. class. 1 beauty. 2 manner.	–
S17.510	and	mariyu	--	–
S17.520	because	kaaraNangaa	--	–
S17.530	if	ayte	--	–
S17.540	or	leeka	--	–
S17.550	yes	awnu; walle 	--	–
S17.560	no	waddu	--	–
S17.610	how?	elaa	--	–
S17.620	how many?	enni	--	–
S17.630	how much?	enta	--	–
S17.640	what?	eem, eemi[Ti]	--	What is that thing on the table?
S17.650	when?	eppuDu	--	–
S17.660	where?	eTa; eedi; ekkaDa	eTa? adv. class. where?	–
S17.670	which?	eevi	--	–
S17.680	who?	ewaru 	--	–
S17.690	why?	en[du]ceeta, enduku 	--	–
S17.99903	the same	okaTee	--	--
S18.110	the voice	dhwani; swaram 	--	–
S18.120	to sing	aalapincu; paaDu 	--	–
S18.130	to shout	arucu, aruwu; aaghooSincu; keekapeTTu; bobbarincu 	--	Be careful, he shouted, a lion!
S18.150	to whisper	uudu; gusagusalaaDu 	--	–
S18.160	to mumble	kotuku	--	The little boy mumbled something about wanting to go to the toilet.
S18.170	to whistle	iila koTTu, iila weeyu; uuyu 	--	–
S18.180	to shriek	-	--	–
S18.190	to howl	uula	--	–
S18.210	to speak or talk	bhaaSincu; maaTLaaDu 	--	–
S18.211	to stutter or stammer	nattu	--	–
S18.220	to say	anipincu; wacincu; waakonu 	--	She said she'd be late.
S18.221	to tell	telupu	--	Our grandmother told us a story.
S18.222	the speech	upanyaasam; prasangam 	--	In his speech, the chief thanked the guests.
S18.230	to be silent	uurukonu	--	–
S18.240	the language	baasa; bhaaSa 	--	–
S18.260	the word	nuDi; padam ; śabdam 	--	–
S18.280	the name	peeru; naamadheeyam; naamam	--	What's your name?
S18.310	to ask(1)	aDugu; kooru 	--	Where is your mother?, he asked.
S18.320	to answer	andukonu; maarumaaTLaaDu 	--	I asked him where his mother was, but he didn't answer.
S18.330	to admit	angiikarincu; 	--	The suspect admitted he stole the car.
S18.340	to deny	apalapincu; kaadanu 	apalapincu v.t. class. to deny.	She denied she was the thief.
S18.350	to ask(2)	arthincu; kooru 	--	She asked for a glass of water.
S18.360	to promise	baasaceeyu; maaTivvu	--	–
S18.370	to refuse	kaadanu; kaaladannu; moraayincu 	--	–
S18.380	to forbid	niSeedhincu; pratiSeedhincu ; waarincu 	--	–
S18.390	to scold	aaraDipeTTu; kasaru; gadamaayincu, gadumu; ciiwaaTLu peTTu, ciiwaaTLu weeyu; ceDanaaDu; durbhaaSalaaDu 	--	–
S18.410	to call(1)	anu; keekaweeyu 	--	The king called his ministers for a meeting.
S18.420	to call(2)	piluwu	--	The parents decided to call their son David.
S18.430	to announce	wellaDi ceeyu, wellaDincu	--	–
S18.440	to threaten	dengulupeTTu	--	–
S18.450	to boast	kootalu kooyu; gappaalukoTTu 	--	–
S18.510	to write	bakkuru; racincu; raayu, wraayu; raasukonu; likhincu 	bakkuru v.i. dial. 1 to scratch, scrape. 2 slang to write.	–
S18.520	to read	caduwu, caduwukonu; paThincu 	--	–
S18.560	the paper	kaagitam, kaayitam, kaakitam; patram 	--	She took a piece of paper and wrote down her name.
S18.570	the pen	kalam; peenaa; leekhini	leekhini n. class. pen.	You must use a pen, not a pencil.
S18.610	the book	pustakam	--	–
S18.670	the poet	ana; kawi 	--	–
S18.710	the flute	kroowi; pillan[a]groowi; muraLi; wamśi; weeNuwu 	kroowi n. class. 1 tube. 2 flute.	He plays the flute and she plays the violin.
S18.720	the drum	DiNDima; Dappu	--	Don't beat the drum so hard, it's too loud.
S18.730	the horn or trumpet	kaahaLa[m]; tuutuubaakaa; baakaa; buuraa; śṛngam 	kaahaLa[m] n. class. trumpet, clarion.	–
S18.740	the rattle	gilaka, gilakkaaya 	--	–
S18.99901	the fairy tale	-	--	--
S19.110	the country	gaDDa, geDDa; deeśam; naaDu; siima 	--	He has traveled to Japan, China, India, and many other countries.
S19.120	the native country	janmabhuumi	--	After the civil war ended, the refugees were able to return to their native country.
S19.150	the town	paTTaNam, paTNam; bastii; wiiDu	wiiDu n. class. 1 town, city	Farmers come into town to sell their produce.
S19.160	the village	uuru; guuDem; palle 	--	The farmers' fields are near their village.
S19.170	the boundary	awadhi; ella; mandala; sarihaddu; haddu, addu; hadduraayi  	--	The province boundary is also the border between the two countries.
S19.210	the people	janam; janaaniikam; lookulu 	--	The president is unpopular, but the people adore his daughter.
S19.230	the clan	kulamu; wamsamu	--	The entire clan lives in one large house.
S19.240	the chieftain	yoodhuDu	feudal chieftain	–
S19.250	the walking stick	aanukarra; uutakarra, uutakoola, uutagaDa; ceetikarra; ponnukarra 	--	–
S19.310	to rule or govern	eelu[konu]; paripaalincu, paalincuśaasincu 	--	The president ruled the country for 25 years.
S19.320	the king	arasu, arusu; awaniinaathuDu, awaniipati, awaniipaaluDu, awaniiśuDu; urwiipati; eelika ; kSitipati; janapati; deewara; naathuDu; nṛpaalakuDu; paarthiwuDu; kSitipati; pṛthwiipati; maNDaleeśwaruDu; mahaaraaju; muurdhaabhiSiktuDu; raaju; raayuDu; reeDu 	awaniinaathuDu, awaniipati, awaniipaaluDu, awaniiśuDu n. class. king, ruler. kSitipati n. class. king. puDami reeDu n. class. king. pṛthwiipati n. class. king. maNDaleeśwaruDu n. class. king, sovereign. reeDu n. class. 1 king, 	King David
S19.330	the queen	deeweeri; mahiSi; raajñi; raaNi 	mahiSi n. class. 1 queen	Queen Elizabeth
S19.360	the noble	Thaakuuru	--	Nobles are exempt from paying taxes.
S19.370	the citizen	pawruDu	--	a citizen of Germany
S19.410	the master	adhikaari, adhipati; adhiiśuDu; iiśuDu; kaamandu, khaamandu; jiyya; deewara; dora; dhawuDu; naathuDu; prabhu[wu] ; yajamaani, yajamaanuDu; raayuDu; reeDu    	jiyya n. class. god, king, lord, master. dhawuDu n. class. master, lord, husband.	–
S19.420	the slave	kinkaruDu; gulaam; Dingari; tottu; baanisa 	--	–
S19.430	the servant	kaasaa; guNDaDu; jiitagaaDu; nawkaru; panna; paricaruDu, paricaarakuDu; b[h]aTuDu;  bhṛtyuDu ; seewi 	panna n. class. 1 servant. bhṛtyuDu n. class. Servant. seewi n. class. servant.	–
S19.440	the freeman	swatantruDu	--	His mother was a slave, but his father was a freeman.
S19.4450	to liberate	vimukti ceeyu	--	King Rama V liberated the slaves in Siam.
S19.450	to command or order	nirdeeśincu	--	The officer commanded them to line up against the wall.
S19.460	to obey	taladharincu; 	taladharincu v.t. class. to submit to, obey.	Soldiers are expected to obey their superiors.
S19.470	to permit	angiikarincu; oppukonu	--	I am afraid I cannot permit my daughter to marry you.
S19.510	the friend	iSTuDu; celikaaDu; neestam; baandhawuDu; mitram, mitruDu; wihituDu; saawaasi; hituDu, hitaySi  	--	–
S19.520	the enemy	araati, ari ; ahituDu; pagawaaDu ; pratikakSi; widweeSi; wiroodhi; wayri; śatruwu  	araati n. class. enemy, foe	–
S19.540	the neighbour	irugu porugu waru; 	--	It's hard to sleep because the neighbors are noisy.
S19.550	the stranger	andipondaniwaaDu; aparicituDu; koonkiskaa; paradeeśi; paruDu, paraayi waaDu  	--	She's not afraid of strangers.
S19.560	the guest	atithi; aahuutuDu; nimantrituDu	nimantrituDu n. class. invitee, guest.	–
S19.5650	to invite	aahwaanincu; nimantrincu; pilucu 	nimantrincu v.t. class. to invite.	We invited our neighbors to our place for dinner.
S19.570	the host	aatitheeyi; kooTi 	aatitheeyi n. class. host.	The host offered his guests some wine.
S19.580	to help	TooDawu; saahaaya paDu, saayam ceeyu	--	–
S19.590	to prevent	aDDu; niwaarincu 	--	The police prevented the demonstrators from entering the building.
S19.610	the custom	alawaaTu; aacaaram; aanawaayitii; kaaNDa; nikaNTu[wu]; riwaaju, waaDuka, waaDika  	--	–
S19.620	the quarrel	kacce, kajjaa; kayyam; kalaha; kaaTLaaTa; kiiculaaTa; kummulaaTa; koTLaaTa; jagaDam; jaTTii  	--	We have a quarrel with the neighbors over their noise.
S19.630	the plot	guuDupuThaaNii; kutantram; pannagam; kuTra	--	There was a plot to kill the queen.
